"EVENTO", "NOME", "INTENSIDADE", "PONTO", "GRAU_ATUAL", "GRAU_ORIGINAL", "RODADAS", "STATUS"
"EVENTO:", "Opera\xc3\xa7\xc3\xa3o Policial13214846720806224739220341993660064197849", 1, 29, 6, 17, 46, "COMPLETO"
"EVENTO:", "Mulher em Trabalho de Parto1123505430073563043781100795184816102798", 2, 21, 5, 17, 48, "ATIVO"
"EVENTO:", "Mulher em Trabalho de Parto1123505430073563043781100795184816102798", 2, 21, 5, 17, 48, "COMPLETO"
"EVENTO:", "Corrida de Rua2237877086244127512640847086022343654955", 1, 43, 6, 19, 51, "ATIVO"
"EVENTO:", "Corrida de Rua2237877086244127512640847086022343654955", 1, 43, 6, 19, 52, "COMPLETO"
"EVENTO:", "PM na \xc3\x81rea14304424068082161828870755583487457485450", 1, 10, 8, 25, 54, "ATIVO"
"EVENTO:", "PM na \xc3\x81rea14304424068082161828870755583487457485450", 1, 10, 8, 25, 55, "COMPLETO"
"EVENTO:", "V\xc3\xadtima de Acidente19316398430637923110487155500867271238789", 2, 5, 7, 13, 57, "ATIVO"
"EVENTO:", "V\xc3\xadtima de Acidente19316398430637923110487155500867271238789", 2, 5, 7, 13, 59, "COMPLETO"
"EVENTO:", "Golpe de Estado6170131884228073700333985172026390400501", 3, 20, 7, 22, 60, "ATIVO"
"EVENTO:", "Fuga5288791345488123093398382632966725230863", 2, 27, 4, 22, 63, "ATIVO"
"EVENTO:", "Golpe de Estado6170131884228073700333985172026390400501", 3, 20, 7, 22, 63, "COMPLETO"
"EVENTO:", "Fuga5288791345488123093398382632966725230863", 2, 27, 4, 22, 64, "COMPLETO"
"EVENTO:", "V\xc3\xadtima de Acidente1956615312178217166956907608712296231136", 1, 21, 5, 17, 66, "ATIVO"
"EVENTO:", "V\xc3\xadtima de Acidente1956615312178217166956907608712296231136", 1, 21, 5, 17, 66, "COMPLETO"
"EVENTO:", "Tiroteio1871507579701774720444043263748338822420", 2, 4, 6, 22, 69, "ATIVO"
"EVENTO:", "Tiroteio1871507579701774720444043263748338822420", 2, 4, 6, 22, 69, "COMPLETO"
"EVENTO:", "Hospital em Chamas7269178918797255147189980816308691756850", 3, 24, 5, 16, 72, "ATIVO"
"EVENTO:", "Soldado Ferido1748540588832168202687566103619178055867", 1, 19, 5, 18, 75, "ATIVO"
"EVENTO:", "Hospital em Chamas7269178918797255147189980816308691756850", 3, 24, 5, 16, 75, "COMPLETO"
"EVENTO:", "Soldado Ferido1748540588832168202687566103619178055867", 1, 19, 5, 18, 77, "COMPLETO"
"EVENTO:", "Individuo Suspeito8201621274133422611097218734151042738416", 3, 26, 3, 15, 78, "ATIVO"
"EVENTO:", "Individuo Suspeito8201621274133422611097218734151042738416", 3, 26, 3, 15, 80, "COMPLETO"
"EVENTO:", "Resgate16297483440780305468272937641349510605089", 3, 23, 4, 13, 81, "ATIVO"
"EVENTO:", "Resgate16297483440780305468272937641349510605089", 3, 23, 4, 13, 83, "COMPLETO"
"EVENTO:", "Resgate16311790510337813045758152883463438486904", 3, 41, 6, 17, 84, "ATIVO"
"EVENTO:", "Resgate16311790510337813045758152883463438486904", 3, 41, 6, 17, 85, "COMPLETO"
"EVENTO:", "Quadrilha1570050682152075267051997448224633620750", 1, 16, 8, 21, 87, "ATIVO"
"EVENTO:", "Quadrilha1570050682152075267051997448224633620750", 1, 16, 8, 21, 88, "COMPLETO"
"EVENTO:", "Resgate16107924207201831464030645452867821238575", 1, 24, 5, 16, 90, "ATIVO"
"EVENTO:", "Tiroteio18275599151130941820350318250280768707288", 3, 6, 11, 19, 93, "ATIVO"
"EVENTO:", "Resgate16107924207201831464030645452867821238575", 1, 24, 5, 16, 93, "COMPLETO"
"EVENTO:", "Tiroteio18275599151130941820350318250280768707288", 3, 6, 11, 19, 95, "COMPLETO"
"EVENTO:", "Exterm\xc3\xadnio4210556031208650392342682933611084952530", 3, 11, 6, 7, 96, "ATIVO"
"EVENTO:", "Exterm\xc3\xadnio4210556031208650392342682933611084952530", 3, 11, 6, 7, 96, "COMPLETO"
"EVENTO:", "PM na \xc3\x81rea14264653975004357017521089267307778916476", 1, 37, 7, 21, 99, "ATIVO"
"EVENTO:", "PM na \xc3\x81rea14264653975004357017521089267307778916476", 1, 37, 7, 21, 100, "COMPLETO"
"EVENTO:", "Golpe de Estado666798729009954791530047809828769666373", 3, 11, 6, 7, 102, "ATIVO"
"EVENTO:", "Golpe de Estado666798729009954791530047809828769666373", 3, 11, 6, 7, 102, "COMPLETO"
"EVENTO:", "Navio Afundando12182242016805847942017415053556790983601", 1, 10, 8, 25, 105, "ATIVO"
"EVENTO:", "Navio Afundando12182242016805847942017415053556790983601", 1, 10, 8, 25, 106, "COMPLETO"
"EVENTO:", "Resgate16329426986707689058906101205741576719322", 2, 37, 7, 21, 108, "ATIVO"
"EVENTO:", "Resgate16329426986707689058906101205741576719322", 2, 37, 7, 21, 109, "COMPLETO"
"EVENTO:", "Opera\xc3\xa7\xc3\xa3o Policial13154569949563856207400623215822439353214", 2, 33, 9, 21, 111, "ATIVO"
"EVENTO:", "Opera\xc3\xa7\xc3\xa3o Policial13154569949563856207400623215822439353214", 2, 33, 9, 21, 112, "COMPLETO"
"EVENTO:", "Soldado Ferido1763826706195997854817478281070748353076", 1, 35, 7, 16, 114, "ATIVO"
"EVENTO:", "Soldado Ferido1763826706195997854817478281070748353076", 1, 35, 7, 16, 116, "COMPLETO"
"EVENTO:", "Fuga5136543361310125258758499089599858240779", 3, 28, 3, 15, 117, "ATIVO"
"EVENTO:", "Fuga5136543361310125258758499089599858240779", 3, 28, 3, 15, 118, "COMPLETO"
"EVENTO:", "Soldado Ferido1779075021282069845127277939882835266555", 3, 41, 6, 17, 120, "ATIVO"
"EVENTO:", "Soldado Ferido1779075021282069845127277939882835266555", 3, 41, 6, 17, 121, "COMPLETO"
"EVENTO:", "Opera\xc3\xa7\xc3\xa3o Policial13313049231681886060136994183583882964582", 2, 15, 8, 20, 123, "ATIVO"
"EVENTO:", "Opera\xc3\xa7\xc3\xa3o Policial13313049231681886060136994183583882964582", 2, 15, 8, 20, 125, "COMPLETO"
"EVENTO:", "Assalto078120351216992393131514750704411701958", 2, 43, 6, 19, 126, "ATIVO"
"EVENTO:", "Assalto078120351216992393131514750704411701958", 2, 43, 6, 19, 127, "COMPLETO"
"EVENTO:", "Quadrilha15136433928905197410835270295737716372306", 1, 19, 5, 18, 129, "ATIVO"
"EVENTO:", "Quadrilha15136433928905197410835270295737716372306", 1, 19, 5, 18, 130, "COMPLETO"
"EVENTO:", "Resgate1654114534053354765103155940746942868992", 3, 36, 6, 19, 132, "ATIVO"
"EVENTO:", "Resgate1654114534053354765103155940746942868992", 3, 36, 6, 19, 133, "COMPLETO"
"EVENTO:", "Mulher em Trabalho de Parto11197952517594462559552949849079195764621", 1, 2, 9, 22, 135, "ATIVO"
"EVENTO:", "Mulher em Trabalho de Parto11197952517594462559552949849079195764621", 1, 2, 9, 22, 137, "COMPLETO"
"EVENTO:", "Joalheiria Roubada9192276458283215409027246627922028792016", 3, 25, 7, 19, 138, "ATIVO"
"EVENTO:", "Joalheiria Roubada9192276458283215409027246627922028792016", 3, 25, 7, 19, 138, "COMPLETO"
"EVENTO:", "Hospital em Chamas71160932678163036424661707952160266032", 3, 15, 8, 20, 141, "ATIVO"
"EVENTO:", "Hospital em Chamas71160932678163036424661707952160266032", 3, 15, 8, 20, 143, "COMPLETO"
"EVENTO:", "Mulher em Trabalho de Parto11151133286698299008686430963852407616002", 2, 12, 8, 13, 144, "ATIVO"
"EVENTO:", "Mulher em Trabalho de Parto11151133286698299008686430963852407616002", 2, 12, 8, 13, 146, "COMPLETO"
"EVENTO:", "Soldado Ferido179558166958494592803187700020259580652", 1, 13, 5, 15, 147, "ATIVO"
"EVENTO:", "Soldado Ferido179558166958494592803187700020259580652", 1, 13, 5, 15, 147, "COMPLETO"
"EVENTO:", "Assalto017971873315401305902296350874257720487", 1, 26, 3, 15, 150, "ATIVO"
"EVENTO:", "Assalto017971873315401305902296350874257720487", 1, 26, 3, 15, 152, "COMPLETO"
"EVENTO:", "Golpe de Estado646426584426531311632703108765177719008", 1, 9, 7, 19, 153, "ATIVO"
"EVENTO:", "Golpe de Estado646426584426531311632703108765177719008", 1, 9, 7, 19, 154, "COMPLETO"
"EVENTO:", "Navio Afundando12209508535885557416762098572488139226366", 3, 8, 7, 17, 156, "ATIVO"
"EVENTO:", "Navio Afundando12209508535885557416762098572488139226366", 3, 8, 7, 17, 157, "COMPLETO"
"EVENTO:", "V\xc3\xadtima de Acidente19327624137184113836718155163829310718151", 1, 38, 6, 16, 159, "ATIVO"
"EVENTO:", "V\xc3\xadtima de Acidente19327624137184113836718155163829310718151", 1, 38, 6, 16, 161, "COMPLETO"
"EVENTO:", "Corrida de Rua2114194564792106561647424606036422281728", 3, 1, 10, 19, 162, "ATIVO"
"EVENTO:", "Corrida de Rua2114194564792106561647424606036422281728", 3, 1, 10, 19, 164, "COMPLETO"
"EVENTO:", "Soldado Ferido17120697736288778738447051027771090438391", 2, 32, 7, 17, 165, "ATIVO"
"EVENTO:", "Soldado Ferido17120697736288778738447051027771090438391", 2, 32, 7, 17, 166, "COMPLETO"
"EVENTO:", "Soldado Ferido1747342829240286534602024865348548629490", 2, 34, 10, 13, 168, "ATIVO"
"EVENTO:", "Soldado Ferido1747342829240286534602024865348548629490", 2, 34, 10, 13, 169, "COMPLETO"
"EVENTO:", "V\xc3\xadtima de Acidente19212875503513195432447095108170026430452", 2, 3, 6, 13, 171, "ATIVO"
"EVENTO:", "V\xc3\xadtima de Acidente19212875503513195432447095108170026430452", 2, 3, 6, 13, 173, "COMPLETO"
"EVENTO:", "Joalheiria Roubada9164405704844539610838006667747842158869", 1, 8, 7, 17, 174, "ATIVO"
"EVENTO:", "Joalheiria Roubada9164405704844539610838006667747842158869", 1, 8, 7, 17, 175, "COMPLETO"
"EVENTO:", "Corrida de Rua277626716689360599554838867803153565297", 3, 25, 7, 19, 177, "ATIVO"
"EVENTO:", "Corrida de Rua277626716689360599554838867803153565297", 3, 25, 7, 19, 177, "COMPLETO"
"EVENTO:", "Tiroteio1834094698617876695475778233649953874126", 1, 2, 9, 22, 180, "ATIVO"
"EVENTO:", "Tiroteio1834094698617876695475778233649953874126", 1, 2, 9, 22, 182, "COMPLETO"
"EVENTO:", "Corrida de Rua2296797926923388963904765212983005302679", 3, 41, 6, 17, 183, "ATIVO"
"EVENTO:", "Corrida de Rua2296797926923388963904765212983005302679", 3, 41, 6, 17, 184, "COMPLETO"
"EVENTO:", "Tiroteio18220906301682994408706938084232856127493", 3, 13, 5, 15, 186, "ATIVO"
"EVENTO:", "Tiroteio18220906301682994408706938084232856127493", 3, 13, 5, 15, 186, "COMPLETO"
"EVENTO:", "Assalto0123197822914599728971712119937547648079", 1, 17, 6, 16, 189, "ATIVO"
"EVENTO:", "Assalto0123197822914599728971712119937547648079", 1, 17, 6, 16, 189, "COMPLETO"
"EVENTO:", "PM na \xc3\x81rea148982366768127000856161935469733839994", 2, 17, 6, 16, 192, "ATIVO"
"EVENTO:", "PM na \xc3\x81rea148982366768127000856161935469733839994", 2, 17, 6, 16, 192, "COMPLETO"
"EVENTO:", "Quadrilha1596435100626167588098410045496419977875", 1, 44, 6, 16, 195, "ATIVO"
"EVENTO:", "Quadrilha1596435100626167588098410045496419977875", 1, 44, 6, 16, 196, "COMPLETO"
"EVENTO:", "Hospital em Chamas7329918450524156527063294701216502042080", 1, 37, 7, 21, 198, "ATIVO"
"EVENTO:", "Hospital em Chamas7329918450524156527063294701216502042080", 1, 37, 7, 21, 199, "COMPLETO"
"EVENTO:", "Assalto0244132707906198564060418433575059568959", 3, 34, 10, 13, 201, "ATIVO"
"EVENTO:", "Assalto0244132707906198564060418433575059568959", 3, 34, 10, 13, 202, "COMPLETO"
"EVENTO:", "Fuga5327091849094916379452266986261778759717", 1, 24, 5, 16, 204, "ATIVO"
"EVENTO:", "Individuo Suspeito867086361288429691778022952274033725410", 2, 32, 7, 17, 207, "ATIVO"
"EVENTO:", "Fuga5327091849094916379452266986261778759717", 1, 24, 5, 16, 207, "COMPLETO"
"EVENTO:", "Individuo Suspeito867086361288429691778022952274033725410", 2, 32, 7, 17, 209, "COMPLETO"
"EVENTO:", "Resgate16246995666891028166697411509534504240395", 3, 3, 6, 13, 210, "ATIVO"
"EVENTO:", "Resgate16246995666891028166697411509534504240395", 3, 3, 6, 13, 212, "COMPLETO"
"EVENTO:", "Golpe de Estado624650331053687072222977402922896987756", 3, 36, 6, 19, 213, "ATIVO"
"EVENTO:", "Golpe de Estado624650331053687072222977402922896987756", 3, 36, 6, 19, 214, "COMPLETO"
"EVENTO:", "Exterm\xc3\xadnio485045981673511868883129729300768418032", 3, 24, 5, 16, 216, "ATIVO"
"EVENTO:", "Depreda\xc3\xa7\xc3\xa3o3328757726642363901197017744172467983316", 3, 16, 8, 21, 219, "ATIVO"
"EVENTO:", "Exterm\xc3\xadnio485045981673511868883129729300768418032", 3, 24, 5, 16, 219, "COMPLETO"
"EVENTO:", "Depreda\xc3\xa7\xc3\xa3o3328757726642363901197017744172467983316", 3, 16, 8, 21, 221, "COMPLETO"
"EVENTO:", "Fuga5269047082894619194845320651013290929815", 1, 44, 6, 16, 222, "ATIVO"
"EVENTO:", "Fuga5269047082894619194845320651013290929815", 1, 44, 6, 16, 223, "COMPLETO"
"EVENTO:", "Assalto0198747361580287979685475189862135464869", 2, 44, 6, 16, 225, "ATIVO"
"EVENTO:", "Assalto0198747361580287979685475189862135464869", 2, 44, 6, 16, 226, "COMPLETO"
"EVENTO:", "Opera\xc3\xa7\xc3\xa3o Policial13129376479716378446929787795725414894718", 1, 30, 2, 16, 228, "ATIVO"
"EVENTO:", "Opera\xc3\xa7\xc3\xa3o Policial13129376479716378446929787795725414894718", 1, 30, 2, 16, 229, "COMPLETO"
"EVENTO:", "Corrida de Rua2129116539751882168035108173038985441667", 3, 36, 6, 19, 231, "ATIVO"
"EVENTO:", "Corrida de Rua2129116539751882168035108173038985441667", 3, 36, 6, 19, 232, "COMPLETO"
"EVENTO:", "Corrida de Rua2252490415081619888009563792695300119517", 2, 24, 5, 16, 234, "ATIVO"
"EVENTO:", "PM na \xc3\x81rea14231491676989901045753470231399049781060", 1, 18, 7, 12, 237, "ATIVO"
"EVENTO:", "Corrida de Rua2252490415081619888009563792695300119517", 2, 24, 5, 16, 237, "COMPLETO"
"EVENTO:", "PM na \xc3\x81rea14231491676989901045753470231399049781060", 1, 18, 7, 12, 239, "COMPLETO"
"EVENTO:", "Briga1289407706533439836046024435264125353632", 3, 31, 5, 13, 240, "ATIVO"
"EVENTO:", "Briga1289407706533439836046024435264125353632", 3, 31, 5, 13, 240, "COMPLETO"
"EVENTO:", "V\xc3\xadtima de Acidente19275534002086357080353927806746745060225", 2, 42, 8, 19, 243, "ATIVO"
"EVENTO:", "V\xc3\xadtima de Acidente19275534002086357080353927806746745060225", 2, 42, 8, 19, 245, "COMPLETO"
"EVENTO:", "Quadrilha15314493387951724686979493849551888869943", 2, 33, 9, 21, 246, "ATIVO"
"EVENTO:", "Quadrilha15314493387951724686979493849551888869943", 2, 33, 9, 21, 247, "COMPLETO"
"EVENTO:", "Ladr\xc3\xa3o10111312722487469996345879396014992558338", 3, 7, 8, 18, 249, "ATIVO"
"EVENTO:", "Ladr\xc3\xa3o10111312722487469996345879396014992558338", 3, 7, 8, 18, 251, "COMPLETO"
"EVENTO:", "Navio Afundando12338538759734745346444897056184149611329", 2, 33, 9, 21, 252, "ATIVO"
"EVENTO:", "Navio Afundando12338538759734745346444897056184149611329", 2, 33, 9, 21, 253, "COMPLETO"
"EVENTO:", "Individuo Suspeito8193653391175960406598340455016716565877", 2, 9, 7, 19, 255, "ATIVO"
"EVENTO:", "Individuo Suspeito8193653391175960406598340455016716565877", 2, 9, 7, 19, 256, "COMPLETO"
"EVENTO:", "PM na \xc3\x81rea14205913587942960967451100717513850175202", 2, 36, 6, 19, 258, "ATIVO"
"EVENTO:", "PM na \xc3\x81rea14205913587942960967451100717513850175202", 2, 36, 6, 19, 259, "COMPLETO"
"EVENTO:", "Assalto0134639765184987987887291900404673790875", 2, 26, 3, 15, 261, "ATIVO"
"EVENTO:", "Assalto0134639765184987987887291900404673790875", 2, 26, 3, 15, 263, "COMPLETO"
"EVENTO:", "Hospital em Chamas7239338336887635580637930461713535254252", 1, 6, 11, 19, 264, "ATIVO"
"EVENTO:", "Hospital em Chamas7239338336887635580637930461713535254252", 1, 6, 11, 19, 265, "COMPLETO"
"EVENTO:", "Hospital em Chamas71294053382649436743445032553351659117", 1, 7, 8, 18, 267, "ATIVO"
"EVENTO:", "Hospital em Chamas71294053382649436743445032553351659117", 1, 7, 8, 18, 269, "COMPLETO"
"EVENTO:", "Tiroteio18263605846788411305463622202563018549850", 1, 4, 6, 22, 270, "ATIVO"
"EVENTO:", "Tiroteio18263605846788411305463622202563018549850", 1, 4, 6, 22, 270, "COMPLETO"
"EVENTO:", "Quadrilha15149622315878361683364582353741019707762", 1, 10, 8, 25, 273, "ATIVO"
"EVENTO:", "Quadrilha15149622315878361683364582353741019707762", 1, 10, 8, 25, 274, "COMPLETO"
"EVENTO:", "V\xc3\xadtima de Acidente1966640924713078338415029024896454842984", 2, 38, 6, 16, 276, "ATIVO"
"EVENTO:", "V\xc3\xadtima de Acidente1966640924713078338415029024896454842984", 2, 38, 6, 16, 278, "COMPLETO"
"EVENTO:", "Navio Afundando12269874589460378024691879715140351017529", 1, 32, 7, 17, 279, "ATIVO"
"EVENTO:", "Navio Afundando12269874589460378024691879715140351017529", 1, 32, 7, 17, 280, "COMPLETO"
"EVENTO:", "Quadrilha15251359408106794354222408541954783110684", 2, 30, 2, 16, 282, "ATIVO"
"EVENTO:", "Quadrilha15251359408106794354222408541954783110684", 2, 30, 2, 16, 283, "COMPLETO"
"EVENTO:", "Corrida de Rua242937581772035116507444104675820471888", 2, 18, 7, 12, 285, "ATIVO"
"EVENTO:", "Corrida de Rua242937581772035116507444104675820471888", 2, 18, 7, 12, 286, "COMPLETO"
"EVENTO:", "Depreda\xc3\xa7\xc3\xa3o3255702292690245367198170571021474408877", 1, 11, 6, 7, 288, "ATIVO"
"EVENTO:", "Depreda\xc3\xa7\xc3\xa3o3255702292690245367198170571021474408877", 1, 11, 6, 7, 288, "COMPLETO"
"EVENTO:", "Tiroteio18251863183027058155325299671157394722781", 3, 15, 8, 20, 291, "ATIVO"
"EVENTO:", "Tiroteio18251863183027058155325299671157394722781", 3, 15, 8, 20, 293, "COMPLETO"
"EVENTO:", "Corrida de Rua253514364718650211378157164716125149193", 3, 10, 8, 25, 294, "ATIVO"
"EVENTO:", "Corrida de Rua253514364718650211378157164716125149193", 3, 10, 8, 25, 295, "COMPLETO"
"EVENTO:", "V\xc3\xadtima de Acidente19317942873828978382184746760209836180057", 3, 1, 10, 19, 297, "ATIVO"
"EVENTO:", "V\xc3\xadtima de Acidente19317942873828978382184746760209836180057", 3, 1, 10, 19, 299, "COMPLETO"
"EVENTO:", "Mulher em Trabalho de Parto11178151070460946299487655776163269377018", 3, 40, 6, 13, 300, "ATIVO"
"EVENTO:", "Mulher em Trabalho de Parto11178151070460946299487655776163269377018", 3, 40, 6, 13, 301, "COMPLETO"
"EVENTO:", "PM na \xc3\x81rea14292115461316633801766017578898668119181", 1, 19, 5, 18, 303, "ATIVO"
"EVENTO:", "PM na \xc3\x81rea14292115461316633801766017578898668119181", 1, 19, 5, 18, 304, "COMPLETO"
"EVENTO:", "PM na \xc3\x81rea14162777346384663296406195270769271192306", 2, 40, 6, 13, 306, "ATIVO"
"EVENTO:", "PM na \xc3\x81rea14162777346384663296406195270769271192306", 2, 40, 6, 13, 307, "COMPLETO"
"EVENTO:", "PM na \xc3\x81rea1479759491260475596467739213651704057927", 3, 19, 5, 18, 309, "ATIVO"
"EVENTO:", "PM na \xc3\x81rea1479759491260475596467739213651704057927", 3, 19, 5, 18, 310, "COMPLETO"
"EVENTO:", "Golpe de Estado6271902789292475747102853931589664352179", 3, 40, 6, 13, 312, "ATIVO"
"EVENTO:", "Golpe de Estado6271902789292475747102853931589664352179", 3, 40, 6, 13, 313, "COMPLETO"
"EVENTO:", "Joalheiria Roubada9291238993802032685267494502192811918548", 2, 9, 7, 19, 315, "ATIVO"
"EVENTO:", "Joalheiria Roubada9291238993802032685267494502192811918548", 2, 9, 7, 19, 316, "COMPLETO"
"EVENTO:", "Tiroteio18212800326050857884313154324739716338552", 2, 19, 5, 18, 318, "ATIVO"
"EVENTO:", "Tiroteio18212800326050857884313154324739716338552", 2, 19, 5, 18, 319, "COMPLETO"
"EVENTO:", "Soldado Ferido17268567173685795650696781536177465101195", 3, 6, 11, 19, 321, "ATIVO"
"EVENTO:", "Soldado Ferido17268567173685795650696781536177465101195", 3, 6, 11, 19, 322, "COMPLETO"
"EVENTO:", "Opera\xc3\xa7\xc3\xa3o Policial1351309364986759373570398840658690812156", 3, 40, 6, 13, 324, "ATIVO"
"EVENTO:", "Opera\xc3\xa7\xc3\xa3o Policial1351309364986759373570398840658690812156", 3, 40, 6, 13, 325, "COMPLETO"
"EVENTO:", "Exterm\xc3\xadnio4162570339139172840737359330012942859172", 2, 12, 8, 13, 327, "ATIVO"
"EVENTO:", "Exterm\xc3\xadnio4162570339139172840737359330012942859172", 2, 12, 8, 13, 329, "COMPLETO"
"EVENTO:", "Soldado Ferido17132400872154179348279854389462054610392", 3, 3, 6, 13, 330, "ATIVO"
"EVENTO:", "Soldado Ferido17132400872154179348279854389462054610392", 3, 3, 6, 13, 332, "COMPLETO"
"EVENTO:", "Ladr\xc3\xa3o10200382000136326585755594860979804578738", 3, 11, 6, 7, 333, "ATIVO"
"EVENTO:", "Ladr\xc3\xa3o10200382000136326585755594860979804578738", 3, 11, 6, 7, 333, "COMPLETO"
"EVENTO:", "Soldado Ferido17272038696380582034021708768694191083871", 1, 11, 6, 7, 336, "ATIVO"
"EVENTO:", "Soldado Ferido17272038696380582034021708768694191083871", 1, 11, 6, 7, 336, "COMPLETO"
"EVENTO:", "Quadrilha15262087146110812250107079208362771587185", 2, 15, 8, 20, 339, "ATIVO"
"EVENTO:", "Quadrilha15262087146110812250107079208362771587185", 2, 15, 8, 20, 341, "COMPLETO"
"EVENTO:", "Ladr\xc3\xa3o109318619754045688956738383988073515344", 2, 23, 4, 13, 342, "ATIVO"
"EVENTO:", "Ladr\xc3\xa3o109318619754045688956738383988073515344", 2, 23, 4, 13, 344, "COMPLETO"
"EVENTO:", "Golpe de Estado6197486903796180418361609158334521219948", 1, 31, 5, 13, 345, "ATIVO"
"EVENTO:", "Golpe de Estado6197486903796180418361609158334521219948", 1, 31, 5, 13, 345, "COMPLETO"
"EVENTO:", "Corrida de Rua2118244324545996734061245559775528200380", 3, 42, 8, 19, 348, "ATIVO"
"EVENTO:", "Corrida de Rua2118244324545996734061245559775528200380", 3, 42, 8, 19, 350, "COMPLETO"
"EVENTO:", "Briga1299588177934567897848174280058467188943", 3, 37, 7, 21, 351, "ATIVO"
"EVENTO:", "Briga1299588177934567897848174280058467188943", 3, 37, 7, 21, 352, "COMPLETO"
"EVENTO:", "Exterm\xc3\xadnio425530762913986655907667249247406694782", 3, 2, 9, 22, 354, "ATIVO"
"EVENTO:", "Exterm\xc3\xadnio425530762913986655907667249247406694782", 3, 2, 9, 22, 356, "COMPLETO"
"EVENTO:", "Opera\xc3\xa7\xc3\xa3o Policial13202488725537171310983123671318101475604", 3, 43, 6, 19, 357, "ATIVO"
"EVENTO:", "Opera\xc3\xa7\xc3\xa3o Policial13202488725537171310983123671318101475604", 3, 43, 6, 19, 358, "COMPLETO"
"EVENTO:", "Corrida de Rua288020220627519980538460401964771630416", 3, 38, 6, 16, 360, "ATIVO"
"EVENTO:", "Corrida de Rua288020220627519980538460401964771630416", 3, 38, 6, 16, 362, "COMPLETO"
"EVENTO:", "Hospital em Chamas7275876411679553081054339949434631351105", 2, 12, 8, 13, 363, "ATIVO"
"EVENTO:", "Hospital em Chamas7275876411679553081054339949434631351105", 2, 12, 8, 13, 365, "COMPLETO"
"EVENTO:", "Navio Afundando12657635579934358444868501862716025670", 3, 21, 5, 17, 366, "ATIVO"
